date,recovered,cumul_recovered,cumul_recovered_perc,case,cumul_case,case_active,case_local,case_local_wn,case_local_bwn,case_import,case_import_wn,case_import_bwn,death,death_wn,death_bwn,cumul_death,cumul_death_perc,icu,intubated,tweet_id,link,remark,cumul_people_tested,people_tested,case_avg,pos_rate,pos_rate_avg
1/3/2020,0,22,75.86,4,29,7,,,,,,,0,0,0,0,0,0,0,,,,,,1,,
2/3/2020,0,22,75.86,0,29,7,,,,,,,0,0,0,0,0,0,0,,,,"1,739",,1.4,,
3/3/2020,0,22,61.11,7,36,14,,,,,,,0,0,0,0,0,0,0,,,,,,2.9,,
4/3/2020,0,22,44,14,50,28,,,,,,,0,0,0,0,0,0,0,,,,"1,983",,5.3,,
5/3/2020,0,22,40,5,55,33,,,,,,,0,0,0,0,0,0,0,,,,,,5.7,,
6/3/2020,1,23,27.71,28,83,60,,,,,,,0,0,0,0,0,0,0,,,,,,8.3,,
7/3/2020,0,23,24.73,10,93,70,,,,,,,0,0,0,0,0,0,0,,,,,,9.7,,
8/3/2020,1,24,24.24,6,99,75,,,,,,,0,0,0,0,0,2,2,,,,,,10,,
9/3/2020,0,24,20.51,18,117,93,,,,,,,0,0,0,0,0,2,2,,,,"2,686",,12.6,,
10/3/2020,1,25,19.38,12,129,104,,,,,,,0,0,0,0,0,2,2,,,,,,13.3,,
11/3/2020,1,26,17.45,20,149,123,,,,,,,0,0,0,0,0,2,2,,,,"3,573",,14.1,,
12/3/2020,6,32,20.25,9,158,126,,,,,,,0,0,0,0,0,3,3,,,,"3,691",118,14.7,7.63,
13/3/2020,1,33,16.75,39,197,164,,,,,,,0,0,0,0,0,4,4,,,,,,16.3,,
14/3/2020,2,35,14.71,41,238,203,,,,,,,0,0,0,0,0,5,5,,,,"4,899",,20.7,,
15/3/2020,7,42,9.81,190,428,386,,,,,,,0,0,0,0,0,9,9,,,,,,47,,
16/3/2020,0,42,7.59,125,553,509,,,,,,,0,0,0,2,0,12,12,,,,,,62.3,,
17/3/2020,7,49,7.28,120,673,622,,,,,,,2,2,0,2,0.3,12,12,,,,"6,842",,77.7,,
18/3/2020,11,60,7.59,117,790,728,,,,,,,0,0,0,2,0.25,15,15,,,,,,91.6,,
19/3/2020,15,75,8.33,110,900,823,,,,,,,0,0,0,2,0.22,20,20,,,,"8,873",,106,,
20/3/2020,12,87,8.45,130,1030,941,,,,,,,0,0,0,2,0.19,26,26,,,,"10,143",1270,119,,
21/3/2020,27,114,9.64,153,1183,1065,,,,,,,2,2,0,4,0.34,37,23,,,,,,135,,
22/3/2020,25,139,10.64,123,1306,1157,,,,,,,6,6,0,10,0.77,46,22,,,,"11,275",,125.4,,
23/3/2020,20,159,10.47,212,1518,1345,,,,,,,4,4,0,14,0.92,57,27,,,,"13,110",1835,137.9,11.55,
24/3/2020,24,183,11.27,106,1624,1426,,,,,,,1,1,0,15,0.92,64,27,,,,"13,594",484,135.9,21.9,
25/3/2020,16,199,11.08,172,1796,1578,,,,,,,4,4,0,19,1.06,45,34,,,,"15,820",2226,143.7,7.73,
26/3/2020,16,215,10.59,235,2031,1793,,,,,,,4,4,0,23,1.13,45,32,,,,"16,983",1163,161.6,20.21,
27/3/2020,44,259,11.99,130,2161,1876,,,,,,,3,3,0,26,1.2,54,34,,,,"24,168",7185,161.6,1.81,
28/3/2020,61,320,13.79,159,2320,1973,,,,,,,1,1,0,27,1.16,73,54,,,,"29,461",5293,162.4,3,
29/3/2020,68,388,15.71,150,2470,2048,,,,,,,7,7,0,34,1.38,73,52,,,,,,166.3,,
30/3/2020,91,479,18.24,156,2626,2110,,,,,,,3,3,0,37,1.41,94,62,,,,"31,206",,158.3,,
31/3/2020,58,537,19.41,140,2766,2186,,,,,,,6,5,1,43,1.55,94,60,,,,"32,264",1058,163.1,13.23,
1/4/2020,108,645,22.18,142,2908,2218,,,,,,,2,2,0,45,1.55,102,66,,,,"35,802",3538,158.9,4.01,
2/4/2020,122,767,24.61,208,3116,2299,,,,,,,5,5,0,50,1.6,105,54,,,,"37,599",1797,155,11.57,
3/4/2020,60,827,24.81,217,3333,2453,,,,,,,3,3,0,53,1.59,108,54,,,,"39,458",1859,167.4,11.67,
4/4/2020,88,915,26.27,150,3483,2511,,,,,,,4,4,0,57,1.64,99,50,,,,"40,923",1465,166.1,10.24,
5/4/2020,90,1005,27.44,179,3662,2596,,,,,,,4,4,9,61,1.67,99,48,,,,"43,539",2616,170.3,6.84,
6/4/2020,236,1241,32.72,131,3793,2490,,,,,,,1,1,0,62,1.63,102,54,,,,"47,457",3918,166.7,3.34,
7/4/2020,80,1321,33.33,170,3963,2579,,,,,,,1,1,0,63,1.59,92,50,,,,"52,485",5028,171,3.38,
8/4/2020,166,1487,36.1,156,4119,2567,,,,,,,2,1,1,65,1.58,76,45,,,,"58,240",5755,173,2.71,
9/4/2020,121,1608,38,109,4228,2553,,,,,,,2,2,0,67,1.58,72,43,,,,"63,367",5127,158.9,2.13,
10/4/2020,222,1830,42.11,118,4346,2446,,,,,,,3,3,0,70,1.61,69,40,,,,"67,951",4584,144.7,2.57,
11/4/2020,165,1995,44.04,184,4530,2462,,,,,,,3,3,0,73,1.61,72,38,,,,"71,897",3946,149.6,4.66,
12/4/2020,113,2108,45,153,4683,2499,,,,,,,3,3,0,76,1.62,66,37,,,,"77,491",5594,145.9,2.74,
13/4/2020,168,2276,47.23,134,4817,2464,,,,,,,1,1,0,77,1.6,66,36,,,,"81,730",4239,146.3,3.16,
14/4/2020,202,2478,49.7,170,4987,2427,,,,,,,5,4,1,82,1.64,60,33,,,,"84,791",3061,146.3,5.55,
15/4/2020,169,2647,52.2,85,5072,2342,,,,,,,1,1,0,83,1.64,56,32,,,,"87,183",2392,136.1,3.55,
16/4/2020,119,2766,53.4,110,5182,2332,,,,,,,1,1,0,84,1.62,56,29,,,,,,136.3,,
17/4/2020,201,2967,56.5,69,5251,2198,,,,,,,2,2,0,86,1.64,51,26,,,,"96,695",,129.3,,
18/4/2020,135,3102,58.5,54,5305,2115,,,,,,,2,1,1,88,1.66,49,26,,,,"100,794",4099,110.7,1.32,
19/4/2020,95,3197,59.32,84,5389,2103,,,,,,,1,1,0,89,1.65,46,26,,,,"103,892",3098,100.9,2.71,
20/4/2020,98,3295,60.74,36,5425,2041,,,,,,,0,0,0,89,1.65,45,28,,,,"108,216",4324,86.9,0.83,
21/4/2020,54,3349,61.1,57,5482,2041,39,,,18,18,0,3,3,0,92,1.68,43,27,,,,,,70.7,,
22/4/2020,103,3452,62.4,50,5532,1987,,,,,,,1,1,0,93,1.68,43,25,,,,"113,755",,65.7,,
23/4/2020,90,3542,63.2,71,5603,1966,,,,,,,2,2,0,95,1.7,42,21,,,,"117,406",3651,60.1,1.94,
24/4/2020,121,3663,64.4,88,5691,1932,,,,,,,1,1,0,96,1.69,41,18,,,,"121,722",4316,62.9,2.04,
25/4/2020,99,3762,65.52,51,5742,1882,,,,,,,2,,,98,1.71,36,16,1253981951423164416,,,"126,970",5248,62.4,0.97,
26/4/2020,100,3862,66.8,38,5780,1820,,,,,,,0,,,98,1.7,36,15,,,,"131,491",4521,55.9,0.84,
27/4/2020,95,3957,68,40,5820,1764,,,,,,,1,,,99,1.7,37,17,,,,"138,898",7407,56.4,0.54,
28/4/2020,75,4032,69,30,5850,1719,,,,,,,1,,,100,1.7,36,17,,,,"146,799",7901,52.6,0.38,
29/4/2020,55,"4,087",68.75,94,"5,945",1758,22,,,72,,,0,0,0,100,1.7,40,18,,,,"154,203",7404,58.9,1.27,
30/4/2020,85,4172,69.5,57,6002,1729,,,,,,,2,,,102,1.68,36,14,,,,,,56.9,,
1/5/2020,39,"4,210",69.3,69,"6,071",1758,,,,12,,,1,,,103,1.69,37,14,,,,"168,784",,54.1,,
2/5/2020,116,"4,326",70,105,"6,176",1747,,,,11,,,0,,,103,1.69,31,12,,,,"184,213",15429,61.9,0.68,
3/5/2020,87,"4,413",70,116,"6,298",1780,,,,52,,,2,,,105,1.69,27,13,,,,"195,833",11620,73,1,
4/5/2020,71,"4,484",70.6,55,"6,353",1764,,,,7,,,0,,,105,1.65,28,13,,,,"205,598",9765,75.1,0.56,
5/5/2020,83,"4,567",71.5,30,"6,383",1710,,,,,,,1,,,106,1.66,24,8,,,,"213,220",7622,75.1,0.39,
6/5/2020,135,"4,702",73,45,"6,428",1619,,,,,,,1,,,107,1.66,22,9,,,,"222,150",8930,68.1,0.5,
7/5/2020,74,"4,776",73.8,39,"6,467",1584,,,,,,,0,,,107,1.66,19,8,,,,"231,019",8869,65.6,0.44,
8/5/2020,88,"4,864",74,68,"6,535",1564,,,,,,,0,,,107,1.66,18,7,,,,"239,628",8609,65.4,0.79,
9/5/2020,65,"4,929",74.8,54,"6,589",1552,,,,,,,1,,,108,1.63,18,6,,,,,,58.1,,
10/5/2020,96,"5,025",75.5,67,"6,656",1523,,,,,,,0,,,108,1.62,18,6,,,,"256,937",,51.1,,
11/5/2020,88,"5,113",76,70,"6,726","1,504",,,,,,,1,,,109,1.62,20,7,,,,"266,048",9111,53.3,0.77,
12/5/2020,110,"5,223",77.4,16,"6,742","1,410",,,,,,,0,,,109,1.62,16,7,,,,,,51.3,,
13/5/2020,58,"5,281",78,37,"6,779","1,387",,,,,,,2,,,111,1.63,16,4,,,,,,50.1,,
14/5/2020,70,"5,351",78.5,40,"6,829","1,356",,,,,,,1,,,112,1.64,16,4,,,,"297,342",,50.3,,
15/5/2020,88,"5,439",79.3,36,"6,855","1,304",,,,,,,0,,,112,1.63,15,5,,,,"424,306",126964,45.7,0.03,
16/5/2020,73,"5,512",80.3,17,"6,872","1,247",,,,,,,1,,,113,1.64,13,5,,,,"434,136",9830,40.4,0.17,
17/5/2020,59,"5,571",80.8,22,"6,894","1,210",,,,,,,0,,,113,1.63,13,7,,,,"443,263",9127,34,0.24,
18/5/2020,44,"5,615",80.9,47,"6,941","1,213",,,,,,,0,,,113,1.63,13,6,,,,,,30.7,,
19/5/2020,31,"5,646",80.9,37,"6,978","1,218",,,,,,,1,,,114,1.61,11,6,,,,"462,257",,33.7,,
20/5/2020,60,"5,706",81.4,31,"7,009","1,189",,,,,,,0,,,114,1.63,11,7,,,,"471,318",9061,32.9,0.34,
21/5/2020,90,"5,796",82.1,50,"7,059","1,149",,,,,,,0,,,114,1.61,10,7,,,,"481,411",10093,34.3,0.5,
22/5/2020,63,"5,859",82.1,78,"7,137","1,163",,,,,,,1,,,115,1.61,9,5,,,,"491,729",10318,40.3,0.76,
23/5/2020,53,"5,912",82.3,48,"7,185","1,158",,,,,,,0,,,115,1.6,9,5,,,,"500,469",8740,44.7,0.55,
24/5/2020,33,"5,945",82,60,"7,245","1,185",,,,,,,0,,,115,1.6,9,4,,,,"507,682",7213,50.1,0.83,
25/5/2020,34,"5,979",80.6,172,"7,417","1,323",,,,,,,0,,,115,1.55,8,4,,,,"513,370",5688,68,3.02,
26/5/2020,62,6041,79.4,187,"7,604","1,448",,,,,,,0,,,115,1.51,8,5,,,,"519,944",6574,89.4,2.84,
27/5/2020,42,6083,79.8,15,"7,619","1,421",,,,,,,0,,,115,1.5,8,4,,,,,,87.1,,
28/5/2020,86,6169,80.8,10,"7,629","1,345",,,,,,,0,,,115,1.5,8,4,,,,"530,501",,81.4,,
29/5/2020,66,6235,80.6,103,"7,732","1,382",,,,,,,0,,,115,1.48,8,2,,,,"537,894",7393,85,1.39,
30/5/2020,95,6330,81.6,30,"7,762","1,317",,,,,,,0,,,115,1.48,9,2,,,,"546,368",8474,82.4,0.35,
31/5/2020,23,6353,81.2,57,"7,819","1,352",,,,,,,0,,,115,1.47,9,2,,,,"553,183",6815,82,0.84,
1/6/2020,51,6404,81.5,38,"7,857","1,338",,,,,,,0,,,115,1.47,8,2,,,,"560,738",7555,62.9,0.5,
2/6/2020,66,6470,82.1,20,"7,877","1,292",,,,,,,0,,,115,1.45,6,2,,,,"567,287",6549,39,0.31,
3/6/2020,61,6531,81.9,93,"7,970","1,324",,,,,,,0,,,115,1.44,6,2,,,,"575,505",8218,50.1,1.13,
4/6/2020,28,6559,79.5,277,8247,"1,573",,,,,,,0,,,115,1.39,6,2,,,,"582,486",6981,88.3,3.97,
5/6/2020,51,6610,80,19,8266,"1,540",,,,,,,1,,,116,1.4,6,1,,,,"590,613",8127,76.3,0.23,
6/6/2020,25,6635,79.91,37,8303,"1,551",,,,,,,1,,,117,1.4,5,0,,,,"599,454",8841,77.3,0.42,
7/6/2020,39,6674,80.2,19,8322,"1,531",13,11,2,6,,,0,0,0,117,1.4,5,0,,,,,,71.9,,
8/6/2020,20,6694,80.4,7,8329,"1,518",,,,,,,0,,,117,1.4,6,1,,,,"614,239",,67.4,,
9/6/2020,281,6975,83.7,7,8336,"1,224",,,,,,,0,,,117,1.4,6,1,,,,"620,320",6081,65.6,0.12,
10/6/2020,39,7014,84.1,2,8338,"1,206",,,,,,,1,,,118,1.4,5,0,,,,"625,775",5455,52.6,0.04,
11/6/2020,51,7065,84.4,31,8369,"1,186",,,,,,,0,,,118,1.4,5,0,,,,"631,608",5833,17.4,0.53,
12/6/2020,103,7168,85.3,33,8402,"1,115",,,,,,,1,,,119,1.42,4,0,,,,"640,680",9072,19.4,0.36,
13/6/2020,143,7311,86.6,43,8455,"1,014",,,,,,,1,,,120,1.42,4,0,,,,"646,055",5375,20.3,0.8,
14/6/2020,35,7346,86.9,8,8453,986,,,,,,,1,,,121,1.43,4,0,,,,"651,344",5289,18.7,0.15,
15/6/2020,54,7400,87.1,41,8494,973,,,,,,,0,,,121,1.42,4,0,,,,"656,210",4866,23.6,0.84,
16/6/2020,333,7733,90.9,11,8505,651,,,,,,,0,,,121,1.42,4,0,,,,"659,632",3422,24.1,0.32,
17/6/2020,140,7873,92.5,10,8515,521,,,,,,,0,,,121,1.42,4,0,,,,"664,334",4702,25.3,0.21,
18/6/2020,127,8000,93.8,14,8529,408,,,,,,,0,,,121,1.42,4,0,,,,"669,589",5255,22.9,0.27,
19/6/2020,70,8070,94.6,6,8535,344,,,,,,,0,,,121,1.41,3,0,,,,"674,551",4962,19,0.12,
20/6/2020,76,8146,95.2,21,8556,286,,,,,,,0,,,121,1.41,3,0,,,,"679,826",5275,15.9,0.4,
21/6/2020,10,8156,95.1,16,8572,295,,,,,,,0,,,121,1.41,3,0,,,,"683,968",4142,17,0.39,
22/6/2020,21,8177,95.2,15,8587,289,,,,,,,0,,,121,1.41,2,0,,,,"686,905",2937,13.3,0.51,
23/6/2020,9,8186,95.3,3,8590,283,,,,,,,0,,,121,1.4,3,0,,,,"693,603",6698,12.1,0.04,
24/6/2020,45,8231,95.8,6,8596,244,4,4,0,2,1,1,0,0,0,121,1.4,2,0,,,,"704,336",10733,11.6,0.06,
25/6/2020,40,8271,96.2,4,8600,208,,,,,,,0,,,121,1.4,2,0,,,,"716,178",11842,10.1,0.03,
26/6/2020,23,8294,96.4,6,8606,191,,,,,,,0,,,121,1.4,2,0,,,,"729,116",12938,10.1,0.05,
27/6/2020,14,8308,96.4,10,8616,187,,,,,,,0,,,121,1.4,2,0,,,,"739,458",10342,8.6,0.1,
28/6/2020,10,8318,96.3,18,8634,195,14,0,14,4,3,1,0,0,0,121,1.4,2,0,,,,"749,950",10492,8.9,0.17,
29/6/2020,16,8334,96.5,3,8637,182,,,,,,,0,,,121,1.4,4,1,,,,"756,171",6221,7.1,0.05,
30/6/2020,20,8354,96.7,2,8639,164,,,,,,,0,,,121,1.4,4,1,,,,"764,999",8828,7,0.02,
1/7/2020,21,8375,96.9,1,8640,144,,,,,,,0,,,121,1.4,4,2,,,,"773,911",8912,6.3,0.01,
2/7/2020,62,8473,97.6,3,8643,85,,,,,,,0,,,121,1.4,2,2,,,,"782,638",8727,6.1,0.03,
3/7/2020,9,8446,97.7,5,8648,81,,,,,,,0,,,121,1.39,2,2,,,,"790,859",8221,6,0.06,
4/7/2020,15,8461,97.7,10,8658,76,3,2,1,7,7,0,0,0,0,121,1.39,2,2,,,,"797,796",6937,6,0.14,
5/7/2020,4,8465,97.7,5,8663,77,,,,,,,0,,,121,1.39,2,2,,,,"804,518",6722,4.1,0.07,
6/7/2020,11,8476,97.7,5,8668,71,,,,,,,0,,,121,1.39,2,2,,,,"810,057",5539,4.4,0.09,
7/7/2020,5,8481,97.8,6,8674,72,,,,,,,0,,,121,1.39,2,2,,,,"816,118",6061,5,0.1,
8/7/2020,5,8487,97.8,4,8677,70,,,,,,,0,,,121,1.39,2,1,,,,"822,646",6528,5.4,0.06,
9/7/2020,13,8499,97.8,6,8683,63,,,,,,,0,,,121,1.39,2,1,,,,"829,988",7342,5.9,0.08,
10/7/2020,12,8511,97.9,13,8696,64,,,,,,,0,,,121,1.39,2,2,,,,"836,255",6267,7,0.21,
11/7/2020,4,8515,97.8,8,8704,67,,,,,,,1,,,122,1.4,3,2,,,,"842,476",6221,6.7,0.13,
12/7/2020,4,8519,97.7,14,8718,77,,,,,,,0,,,122,1.39,3,2,,,,"847,510",5034,8,0.28,
13/7/2020,1,8520,97.6,7,8725,83,,,,,,,0,,,122,1.39,4,3,,,,"850,423",2913,8.3,0.24,
14/7/2020,4,8524,97.6,4,8729,83,,,,,,,0,,,122,1.39,6,2,,,,"855,119",4696,8,0.09,
15/7/2020,2,8526,97.6,5,8734,86,,,,,,,0,,,122,1.39,5,1,,,,"861,896",6777,8.1,0.07,
16/7/2020,22,8538,97.7,3,8737,77,,,,,,,0,,,122,1.39,3,1,,,,"868,394",6498,7.7,0.05,
17/7/2020,3,8541,97.6,18,8755,92,,,,,,,0,,,122,1.39,3,0,,,,"876,222",7828,8.4,0.23,
18/7/2020,5,8546,97.5,9,8764,96,,,,,,,0,,,122,1.39,1,0,,,,"884,170",7948,8.6,0.11,
19/7/2020,7,8553,97.4,15,8779,103,,,,,,,1,,,123,1.4,2,1,,,,"889,744",5574,8.7,0.27,
20/7/2020,2,8555,97.2,21,8800,122,,,,,,,0,,,123,1.4,3,1,,,,"895,758",6014,10.7,0.35,
21/7/2020,7,8562,97.1,15,8815,130,,,,,,,0,,,123,1.4,4,1,,,,"902,439",6681,12.3,0.22,
22/7/2020,4,8566,96.9,16,8831,142,,,,,,,0,,,123,1.39,5,1,,,,"909,627",7188,13.9,0.22,
23/7/2020,8,8574,97,9,8840,143,,,,,,,0,,,123,1.39,5,2,,,,"916,340",6713,14.7,0.13,
24/7/2020,3,8577,96.8,21,8861,161,,,,,,,0,,,123,1.39,5,2,,,,"925,188",8848,15.1,0.24,
25/7/2020,17,8594,96.7,23,8884,167,,,,,,,0,,,123,1.38,3,2,,,,"932,397",7209,17.1,0.32,
26/7/2020,6,8600,96.7,13,8897,173,,,,,,,1,,,124,1.39,2,1,,,,"937,645",5248,16.9,0.25,
27/7/2020,1,8601,96.6,7,8904,179,,,,,,,0,,,124,1.39,0,0,,,,"943,244",5599,14.9,0.13,
28/7/2020,6,8607,96.2,39,8943,212,,,,,,,0,,,124,1.39,1,1,,,,"949,141",5897,18.3,0.66,
29/7/2020,5,8612,96.2,13,8956,220,,,,,,,0,,,124,1.38,2,1,,,,"955,133",5992,17.9,0.22,
30/7/2020,5,8617,96.13,8,8964,223,,,,,,,0,,,124,1.38,3,1,,,,"963,079",7946,17.7,0.1,
31/7/2020,27,8644,96.3,12,8976,207,,,,,,,1,,,125,1.39,3,1,,,,"970,644",7565,16.4,0.16,
1/8/2020,3,8647,96.24,9,8985,213,,,,,,,0,,,125,1.39,2,1,,,,"974,674",4030,14.4,0.22,0.25
2/8/2020,17,8664,96.28,14,8999,210,,,,,,,0,,,125,1.39,2,1,,,,"979,178",4504,14.6,0.31,0.26
3/8/2020,4,8668,96.3,2,9001,208,2,2,0,0,0,0,0,0,0,125,1.39,1,0,,,,"983,297",4119,13.9,0.05,0.25
4/8/2020,16,8684,96.47,1,9002,193,,,,,,,0,,,125,1.39,0,0,,,,"991,333",8036,8.4,0.01,0.15
5/8/2020,18,8702,96.4,21,9023,196,,,,,,,0,,,125,1.385,2,0,,,,"1,001,090",9757,9.6,0.22,0.15
6/8/2020,11,8713,96.4,15,9038,200,,,,,,,0,,,125,1.385,2,1,,,,"1,012,660",11570,10.6,0.13,0.16
7/8/2020,15,8728,96.3,25,9063,210,,,,,,,0,,,125,1.38,2,1,,,,"1,024,719",12059,12.4,0.21,0.16
8/8/2020,47,8775,96.8,7,9080,170,,,,,,,0,,,125,1.38,2,1,,,,"1,036,339",11620,12.1,0.06,0.14
9/8/2020,9,8784,96.7,13,9083,174,,,,,,,0,,,125,1.38,1,0,,,,"1,045,976",9637,12,0.13,0.12
10/8/2020,19,8303,96.8,11,9094,166,,,,,,,0,,,125,1.37,1,0,,,,"1,053,531",7555,13.3,0.15,0.13
11/8/2020,6,8809,96.8,9,9103,169,,,,,,,0,,,125,1.37,2,0,,,,"1,063,304",9773,14.4,0.09,0.14
12/8/2020,8,8817,96.7,11,9114,172,,,,,,,0,,,125,1.37,1,0,,,,"1,074,020",10716,13,0.1,0.12
13/8/2020,4,8821,96.6,15,9129,183,,,,,,,0,,,125,1.37,2,0,,,,"1,085,040",11020,13,0.14,0.13
14/8/2020,7,8828,96.5,20,9149,196,,,,,,,0,,,125,1.37,4,1,,,,"1,095,768",10728,12.3,0.19,0.12
15/8/2020,3,8831,96.3,26,9175,219,,,,,,,0,,,125,1.36,6,1,,,,"1,106,217",10449,15,0.25,0.15
16/8/2020,28,8859,96.3,25,9200,216,,,,,,,0,,,125,1.36,7,2,,,,"1,114,246",8029,16.7,0.31,0.17
17/8/2020,17,8876,96.4,12,9212,211,,,,,,,0,,,125,1.36,8,2,,,,"1,120,666",6420,16.9,0.19,0.18
18/8/2020,26,8902,96.6,7,9219,192,,,,,,,0,,,125,1.36,8,2,,,,"1,129,091",8425,16.6,0.08,0.18
19/8/2020,23,8925,96.6,16,9235,185,,,,,,,0,,,125,1.35,7,3,,,,"1,141,679",12588,17.3,0.13,0.18
20/8/2020,7,8932,96.7,5,9240,183,,,,,,,0,,,125,1.35,7,4,,,,"1,152,140",10461,15.9,0.05,0.17
21/8/2020,13,8945,96.7,9,9249,179,,,,,,,0,,,125,1.35,7,4,,,,"1,160,390",8250,14.3,0.11,0.16
22/8/2020,4,8949,96.7,8,9257,183,,,,,,,0,,,125,1.35,8,4,,,,"1,167,949",7559,11.7,0.11,0.14
23/8/2020,10,8959,96.7,10,9267,183,2,2,0,8,3,5,0,,,125,1.35,9,4,,,,"1,176,416",8467,9.6,0.12,0.11
24/8/2020,6,8965,96.7,7,9274,185,,,,,,,0,,,125,1.35,8,5,,,,"1,182,845",6429,8.9,0.11,0.1
25/8/2020,6,8971,96.6,11,9285,189,,,,,,,0,,,125,1.35,8,6,,,,"1,191,500",8655,9.4,0.13,0.11
26/8/2020,7,8978,96.6,6,9291,188,,,,,,,0,,,125,1.35,9,6,,,,"1,202,764",11264,8,0.05,0.1
27/8/2020,16,8994,96.8,5,9296,177,,,,,,,0,,,125,1.34,8,6,,,,"1,212,790",10026,8,0.05,0.1
28/8/2020,36,9030,97,10,9306,151,,,,,,,0,,,125,1.34,8,6,,,,"1,222,854",10064,8.1,0.1,0.09
29/8/2020,8,9038,97,11,9317,154,,,,,,,0,,,125,1.34,8,6,,,,"1,232,927",10073,8.6,0.11,0.1
30/8/2020,10,9048,96.9,17,9334,160,,,,,,,1,,,126,1.35,7,5,,,,"1,243,540",10613,9.6,0.16,0.1
31/8/2020,6,9054,96.9,6,9340,159,,,,,,,1,,,127,1.36,6,4,,,,"1,253,855",10315,9.4,0.06,0.09
1/9/2020,21,9075,97,14,9354,151,,,,,,,1,,,128,1.37,5,3,,,,"1,262,848",8993,9.9,0.16,0.1
2/9/2020,4,9079,97,6,9360,153,,,,,,,0,,,128,1.37,4,3,,,,"1,270,229",7381,9.9,0.08,0.1
3/9/2020,4,9083,96.9,14,9374,163,,,,,,,0,,,128,1.37,4,3,,,,"1,280,878",10649,11.1,0.13,0.11
4/9/2020,9,9092,96.9,11,9385,165,4,,,7,,,0,,,128,1.36,4,3,,,,"1,290,602",9724,11.3,0.11,0.12
5/9/2020,21,9113,97,6,9391,150,2,2,,4,2,2,0,,,128,1.36,5,3,,,,"1,299,724",9122,10.6,0.07,0.11
6/9/2020,2,9115,97,6,9397,154,3,,,3,0,3,0,,,128,1.36,6,3,,,,"1,307,454",7730,9,0.08,0.1
7/9/2020,9,9124,96.5,62,9459,207,56,30,26,6,2,4,0,,,128,1.35,6,4,1302890281642074112,t.co/k4C9NzPuRt,,"1,313,774",6320,17,0.98,0.23
8/9/2020,12,9136,96.6,100,9559,295,85,,,15,,,0,,,128,1.35,7,4,1303273872012140544,t.co/xsTCM7mYCE,,"1,322,445",8671,29.3,1.15,0.37
9/9/2020,7,9143,95.4,24,9583,317,18,,,6,,,0,,,128,1.35,7,4,1303621756515614721,t.co/bEuxIL2va5,,"1,332,917",10472,31.9,0.23,0.39
10/9/2020,24,9167,95.2,45,9628,333,44,,,1,,,0,,,128,1.33,9,5,,,,"1,342,472",9555,36.3,0.47,0.44
