date,recovered,cumul_recovered,cumul_recovered_perc,case,cumul_case,case_active,case_local,case_local_wn,case_local_bwn,case_import,case_import_wn,case_import_bwn,death,death_wn,death_bwn,cumul_death,cumul_death_perc,icu,intubated,tweet_id,link,remark,cumul_people_tested,people_tested,case_avg,pos_rate,pos_rate_avg
12/4/2021,"1,052","345,005",95.3,"1,317","362,173","15,835","1,317","1,107",198,12,8,4,4,4,0,"1,333",0.37,188,84,1381542127046299649,t.co/hwdqzCPdWu,,"8,240,262","35,266",1449.1,3.73,2.99
13/4/2021,"1,290","346,295",95.2,"1,767","363,490","16,300","1,758","1,508",250,9,2,7,12,12,0,"1,345",0.37,199,82,1381892290818371587,t.co/evpAwlOOxy,,"8,292,260","51,998",1515.9,3.4,3.08
14/4/2021,"1,485","347,780",95.1,"1,889","365,829","16,696","1,883","1,689",194,6,3,3,8,7,1,"1,353",0.37,204,79,1382258188548919298,t.co/goVSohskeu,,"8,345,401","53,141",1623,3.55,3.27
15/4/2021,"1,259","349,039",94.9,"2,148","367,977","17,575","2,129","1,791",338,19,6,13,10,9,1,"1,363",0.37,212,82,1382640934341419012,t.co/AFuhshLoCF,,"8,407,970","62,569",1746.3,3.43,3.44
16/4/2021,"1,524","350,563",94.6,"2,551","370,528","18,600","2,522","2,233",289,29,10,19,2,2,0,"1,365",0.37,227,91,1382979697760366593,t.co/hCFMG1M2YF,,"8,472,685","64,715",1845.9,3.94,3.51
17/4/2021,"1,832","352,395",94.5,"2,331","372,859","19,094","2,319","2,098",221,12,7,5,5,5,0,"1,370",0.37,225,92,1383357062722179073,t.co/PgQqGCeCO3,,"8,540,200","67,515",1963.1,3.45,3.6
18/4/2021,"1,427","353,822",94.3,"2,195","375,054","19,854","2,185","1,837",348,10,2,8,8,8,0,"1,378",0.37,219,90,1383701115108171778,t.co/yoDkCsbNmY,,"8,601,726","61,526",2028.3,3.57,3.58
19/4/2021,"1,402","355,224",94.2,"2,078","377,132","20,522","2,065","1,885",180,13,3,10,8,8,0,"1,386",0.37,228,93,1384080797951434756,t.co/pkzypZ1nsD,,"8,665,139","63,413",2137,3.28,3.52
20/4/2021,"1,592","356,816",94,"2,341","379,473","21,268","2,334","2,209",125,7,2,5,3,2,1,"1,389",0.37,249,95,1384441792150396931,t.co/tWr9wBHl91,,"8,718,106","52,967",2219,4.42,3.66
21/4/2021,"1,910","358,726",93.95,"2,340","381,813","21,687","2,328","2,136",192,12,1,11,11,9,2,"1,400",0.37,248,101,1384792973003476993,t.co/7tFzbKIqCv,,"8,783,027","64,921",2283.4,3.6,3.67
22/4/2021,"2,541","361,267",93.9,"2,875","384,688","22,014","2,846","2,644",202,29,1,28,7,6,1,"1,407",0.37,248,115,1385161207221346305,t.co/zjfKP30xNf,,"8,849,606","66,579",2387.3,4.32,3.8
23/4/2021,"2,341","363,608",93.8,"2,847","387,535","22,512","2,843","2,601",242,4,0,4,8,7,1,"1,415",0.37,260,125,1385522364822134786,t.co/iRoQxaELp0,,"8,923,973","74,367",2429.6,3.83,3.78
24/4/2021,"2,292","365,900",93.8,"2,717","390,252","22,926","2,691","2,493",198,26,2,24,11,10,1,"1,426",0.37,272,124,1385891462718517248,t.co/ojw0RDGCrz,,"9,001,533","77,560",2484.7,3.5,3.79
25/4/2021,"1,853","367,753",93.6,"2,690","392,942","23,753","2,680","2,397",283,10,2,8,10,10,0,"1,436",0.37,283,121,1386241880405397508,t.co/UbXd5BsCoh,,"9,066,171","64,638",2555.4,4.16,3.87
26/4/2021,"1,803","369,556",93.4,"2,776","395,718","24,713","2,773","2,383",390,3,2,1,13,12,1,"1,449",0.37,300,133,1386611119851130883,t.co/d6zZbUn4M4,,"9,121,320","55,149",2655.1,5.03,4.12
27/4/2021,"2,019","371,575",93.5,"2,733","398,451","25,414","2,728","2,481",247,5,3,2,13,12,1,"1,462",0.37,294,138,1386976844377858051,t.co/AJcFGv1z6Z,,"9,182,354","61,034",2711.1,4.48,4.13
28/4/2021,"1,822","373,397",93,"3,142","401,593","26,719","3,129","2,950",179,13,4,9,15,15,0,"1,477",0.37,306,151,1387355514091098112,t.co/kHsqryMxgR,,"9,255,512","73,158",2825.7,4.29,4.23
29/4/2021,"1,943","375,340",92.7,"3,332","404,925","28,093","3,323","3,099",224,9,1,8,15,14,1,"1,492",0.37,309,147,1387709193667284996,t.co/cJc11FV3nX,,"9,333,788","78,276",2891,4.26,4.22
30/4/2021,"2,640","377,980",92.5,"3,788","408,713","29,227","3,786","3,476",310,2,0,2,14,13,1,"1,506",0.37,328,161,1388073261288755204,t.co/SzJuXt17CK,,"9,404,237","70,449",3025.4,5.38,4.44
1/5/2021,"2,462","380,442",92.4,"2,881","411,594","29,631","2,865","2,609",256,16,5,11,15,15,0,"1,521",0.37,337,176,1388425297012224002,t.co/pVp6ww2DF3,,"9,482,221","77,984",3048.9,3.69,4.47
2/5/2021,"2,698","383,140",92.3,"3,418","415,012","30,339","3,408","3,134",274,10,1,9,12,12,0,"1,533",0.37,345,175,1388785425578221570,t.co/MzP7uHPOGi,,"9,540,806","58,585",3152.9,5.83,4.71
3/5/2021,"2,068","385,208",92.3,"2,500","417,512","30,753","2,496","2,301",195,4,2,2,18,17,1,"1,551",0.37,352,186,,,,"9,592,018","51,212",3113.4,4.88,4.69
4/5/2021,"2,334","387,542",92.1,"3,120","420,632","31,516","3,114","2,918",196,6,1,5,23,23,0,"1,574",0.37,338,181,1389508133022625794,t.co/Rnj7QfCEA1,,"9,658,428","66,410",3168.7,4.7,4.72
5/5/2021,"2,304","389,846",91.9,"3,744","424,376","32,939","3,737","3,514",223,7,1,6,17,17,0,"1,591",0.37,328,185,1389879195870785544,t.co/5wlHSJydwd,,"9,738,805","80,377",3254.7,4.66,4.77
6/5/2021,"2,709","392,555",91.7,"3,551","427,927","33,762","3,535","3,242",293,16,10,6,19,18,1,"1,610",0.37,354,199,1390255318655897601,t.co/1q3RdBqPrl,,"9,821,639","82,834",3286,4.29,4.78
7/5/2021,"3,449","396,004",91.6,"4,498","432,425","34,789","4,493","4,179",314,5,1,4,22,20,2,"1,632",0.38,372,211,1390617355227566081,t.co/YbLdPvfgVz,,"9,904,315","82,676",3387.4,5.44,4.78
8/5/2021,"2,719","398,723",91.25,"4,519","436,944","36,564","4,514","3,964",550,5,5,0,25,24,1,"1,657",0.38,393,210,1390979164618903552,t.co/T8asr1iYeM,,"9,980,413","76,098",3621.4,5.94,5.11
9/5/2021,"3,211","401,934",91.2,"3,733","440,677","37,060","3,727","3,301",426,6,1,5,26,25,1,"1,683",0.38,416,216,1391322252134682624,t.co/nAwHTdWJ9f,,"10,055,506","75,093",3666.4,4.97,4.98
10/5/2021,"3,454","405,388",91.2,"3,807","444,484","37,396","3,802","3,642",160,5,2,3,17,16,1,"1,700",0.38,434,224,1391693894484512771,t.co/uwAwNrjUSH,,"10,115,424","59,918",3853.1,6.35,5.19
11/5/2021,"2,848","408,236",91.03,"3,973","448,457","38,499","3,968","3,540",428,5,1,4,22,22,0,"1,722",0.38,453,244,1392064562510188548,t.co/98vuPcpPoM,,"10,169,657","54,233",3975,7.33,5.57
12/5/2021,"3,124","411,360",90.8,"4,765","453,222","40,101","4,758","4,291",467,7,5,2,39,37,2,"1,761",0.39,469,244,1392416034284474369,t.co/f85ilLElUf,,"10,257,115","87,458",4120.9,5.45,5.68
13/5/2021,"3,347","414,707",90.5,"4,855","458,077","41,582","4,852","4,494",358,3,0,3,27,27,0,"1,788",0.39,481,247,1392787613619134465,t.co/kVnTvHX5E6,,"10,341,089","83,974",4307.1,5.78,5.89
14/5/2021,"4,190","418,897",90.6,"4,113","462,190","41,471","4,112","3,791",321,1,0,1,34,34,0,"1,822",0.39,482,250,1393142221210148864,t.co/EqIvU4fjHJ,,"10,397,529","56,440",4252.1,7.29,6.16
15/5/2021,"3,432","422,329",90.6,"4,140","466,330","42,135","4,131","3,728",403,9,9,0,44,43,1,"1,866",0.4,503,272,1393520947638915074,t.co/SXMm65Iwdx,,"10,445,009","47,480",4198,8.72,6.56
16/5/2021,"3,990","426,319",90.7,"3,780","470,110","41,889","3,778","3,441",337,2,2,0,36,35,1,"1,902",0.4,520,272,1393868519394058243,t.co/SYAZ5juTO3,,"10,503,288","58,279",4204.7,6.49,6.77
17/5/2021,"2,784","429,103",90.4,"4,446","474,556","43,506","4,443","4,230",213,3,3,0,45,44,1,"1,947",0.41,522,273,1394249432716111876,t.co/WZb2jZxJKa,,"10,573,102","69,814",4296,6.37,6.77
18/5/2021,"3,497","432,600",90.2,"4,865","479,421","44,827","4,860","4,650",210,5,3,2,47,46,1,"1,994",0.42,531,277,1394598840448086018,t.co/81cOS3A5fT,,"10,663,780","90,678",4423.4,5.37,6.49
19/5/2021,"3,516","436,116",89.8,"6,075","485,496","47,340","6,072","5,452",620,3,1,2,46,45,1,"2,040",0.42,559,303,1394951083114434561,,"for unknown reason, there is no t.co shorten url retrieved","10,765,602","101,822",4610.6,5.97,6.57
20/5/2021,"3,916","440,032",89.4,"6,806","492,302","50,171","6,804","6,122",682,2,2,0,59,58,1,"2,099",0.43,587,330,1395326594042896392,t.co/4zEFX1M1kq,,"10,876,983","111,381",4889.3,6.11,6.61
21/5/2021,"4,508","444,540",89.1,"6,493","498,795","52,106","6,491","6,038",453,2,1,1,50,49,1,"2,149",0.43,643,363,1395682030369734657,t.co/MfKfWXS0bc,,"10,986,099","109,116",5229.3,5.95,6.42
22/5/2021,"4,694","449,234",88.9,"6,320","505,115","53,682","6,317","5,870",447,3,0,3,50,48,2,"2,199",0.44,652,370,1396051310508593153,t.co/Nu4iJUPxF1,,"11,100,126","114,027",5540.7,5.54,5.97
23/5/2021,"3,587","452,821",88.4,"6,976","512,091","57,020","6,971","6,324",647,5,1,4,49,48,1,"2,248",0.44,681,361,1396405410156875782,t.co/ik9gngcTIC,,"11,206,334","106,208",5997.3,6.57,5.98
24/5/2021,"3,452","456,273",88,"6,509","518,600","60,018","6,489","5,931",558,20,17,3,61,61,0,"2,309",0.45,711,369,1396772302574948356,t.co/jEIkMYdK0b,,"11,301,784","95,450",6292,6.82,6.05
25/5/2021,"3,789","460,062",87.5,"7,289","525,889","63,458","7,285","6,813",472,4,1,3,60,59,1,"2,369",0.45,726,373,1397134341889687554,t.co/wEdjJNPPKT,,"11,398,905","97,121",6638.3,7.51,6.35
26/5/2021,"4,665","464,727",87.1,"7,478","533,367","66,208","7,473","6,913",560,5,0,5,63,57,6,"2,432",0.46,756,377,1397506435630526469,t.co/FYOlrDdZWz,,"11,513,351","114,446",6838.7,6.53,6.43
27/5/2021,"4,598","469,325",86.7,"7,857","541,224","69,408","7,849","7,340",509,8,2,6,59,59,0,"2,491",0.46,771,392,1397862137049927682,t.co/ySrSMIPKwx,,"11,625,001","111,650",6988.9,7.04,6.57
28/5/2021,"4,814","474,139",86.3,"8,290","549,514","72,823","8,288","7,630",658,2,0,2,61,59,2,"2,552",0.46,808,403,1398214669878194179,t.co/odWAuBM512,,"11,740,855","115,854",7245.6,7.16,6.74
29/5/2021,"5,527","479,666",85.9,"9,020","558,534","76,218","9,015","8,346",669,5,4,1,98,98,0,"2,650",0.47,844,430,1398598734536007680,t.co/Vw0PSeO2ii,,"11,867,335","126,480",7631.3,7.13,6.96
30/5/2021,"5,121","484,787",85.7,"6,999","565,533","78,017","6,995","6,385",610,4,3,1,79,78,1,"2,729",0.48,846,419,1398952211636363264,t.co/72QvjEQOKx,,"11,976,897","109,562",7634.6,6.39,6.94
31/5/2021,"5,251","490,038",85.6,"6,824","572,357","79,523","6,821","6,239",582,3,1,2,67,64,3,"2,796",0.49,851,422,1399306366381035524,t.co/Z9V2pOSnAQ,,"12,066,124","89,227",7679.6,7.65,7.06
1/6/2021,"6,083","496,121",85.6,"7,105","579,462","80,474","7,103","6,550",553,2,0,2,71,69,2,"2,867",0.49,872,419,1399666959298404353,t.co/LJ1T2RURsv,,"12,167,009","100,885",7653.3,7.04,6.99
2/6/2021,"5,777","501,898",85.5,"7,703","587,165","82,274","7,701","6,860",841,2,1,1,126,123,3,"2,993",0.51,878,441,1400037308242354178,t.co/qXRrHJMUSi,,"12,267,297","100,288",7685.4,7.68,7.15
3/6/2021,"7,049","508,947",85.5,"8,209","595,374","83,331","8,145","7,046","1,099",64,56,8,103,100,3,"3,096",0.52,880,446,1400402062777622532,t.co/1iQqQoIeOa,,"12,371,406","104,109",7735.7,7.89,7.28
4/6/2021,"6,624","515,571",85.5,"7,748","603,122","84,369","7,746","6,721","1,025",2,0,2,86,83,3,"3,182",0.53,883,459,1400776903275859971,t.co/S5sEbsaaj3,,"12,476,699","105,293",7658.3,7.36,7.3
5/6/2021,"6,105","521,676",85.4,"7,452","610,574","85,607","7,444","6,308","1,136",8,4,4,109,105,4,"3,291",0.54,886,446,1401131643868377089,t.co/ILr8ZOxXoU,,"12,580,561","103,862",7434.3,7.17,7.31
6/6/2021,"5,133","526,809",85.4,"6,241","616,815","86,628","6,227","5,404",823,14,5,9,87,84,3,"3,378",0.55,890,444,1401483084801839105,t.co/qn8KaKD2ig,,"12,670,559","89,998",7326,6.93,7.39
7/6/2021,"7,548","534,357",85.9,"5,271","622,086","84,269","5,257","4,763",494,14,4,10,82,80,2,"3,460",0.56,902,447,1401846058536226822,t.co/qiRMW8yFXu,,"12,752,267","81,708",7104.1,6.45,7.22
8/6/2021,"6,962","541,319",86.3,"5,566","627,652","82,797","5,562","4,895",667,4,0,4,76,75,1,"3,536",0.56,903,458,1402215793475997697,t.co/PGRVqrN72E,,"12,829,297","77,030",6884.3,7.23,7.24
9/6/2021,"7,386","548,705",86.56,"6,239","633,891","81,575","6,228","5,377",851,11,7,4,75,74,1,"3,611",0.57,905,453,1402572633074331652,t.co/Ryx1zWAbpY,,"12,920,184","90,887",6675.1,6.86,7.13
10/6/2021,"7,325","556,030",86.94,"5,671","639,562","79,848","5,663","4,880",783,8,4,4,73,70,3,"3,684",0.58,911,462,1402947781107482624,t.co/FGafclYzik,,"13,020,243","100,059",6312.6,5.67,6.81
11/6/2021,"7,749","563,779",87.22,"6,849","646,411","78,864","6,845","4,935","1,910",4,1,3,84,76,8,"3,768",0.58,912,458,1403321459083079700,t.co/4AIPLhoZWI,,"13,120,217","99,974",6184.1,6.85,6.74
12/6/2021,"8,334","572,113",87.72,"5,793","652,204","76,247","5,787","4,851",936,6,4,2,76,76,0,"3,844",0.59,914,459,1403689890882064390,t.co/MHsY1lbaN0,,"13,210,455","90,238",5947.1,6.42,6.63
13/6/2021,"8,163","580,276",88.25,"5,304","657,508","73,324","5,299","4,146","1,153",5,2,3,64,61,3,"3,908",0.6,917,452,1404021131653251078,t.co/a7AI59FVYq,,"13,290,585","80,130",5813.3,6.62,6.59
14/6/2021,"6,588","586,864",88.59,"4,949","662,457","71,625","4,943","4,019",924,6,2,4,60,58,2,"3,968",0.6,921,459,1404394046856916993,t.co/WRrW5l5wjl,,"13,360,629","70,044",5767.3,7.07,6.67
15/6/2021,"6,831","593,695",88.9,"5,419","667,876","70,112","5,413","4,510",903,6,4,2,101,98,3,"4,069",0.61,922,450,1404748394015252484,t.co/mLvlRu7DKA,,"13,437,694","77,065",5746.3,7.03,6.65
16/6/2021,"7,240","600,935",89.29,"5,150","673,026","67,949","5,147","4,304",843,3,3,0,73,62,11,"4,142",0.61,924,453,1405118999654928388,t.co/CSPTxHD0hx,,"13,522,560","84,866",5590.7,6.07,6.53
17/6/2021,"7,530","608,465",89.64,"5,738","678,764","66,097","5,735","4,522","1,213",3,0,3,60,58,2,"4,202",0.62,909,441,1405482950607572998,t.co/sTk6Hgq9sZ,,"13,604,929","82,369",5600.3,6.97,6.72
18/6/2021,"6,861","615,326",89.8,"6,440","685,204","65,602","6,435","4,662","1,773",5,2,3,74,68,6,"4,276",0.62,894,451,1405833212031422469,t.co/KxjsYdSjC6,,"13,687,898","82,969",5541.9,7.76,6.85
19/6/2021,"6,918","622,244",90.03,"5,911","691,115","64,523","5,910","4,444","1,466",1,1,0,72,64,8,"4,348",0.63,886,441,1406200140398948354,t.co/i4AKuZKz5a,,"13,771,611","83,713",5558.7,7.06,6.94
20/6/2021,"5,941","628,185",90.2,"5,293","696,408","63,815","5,286","3,894","1,392",7,3,4,60,56,4,"4,408",0.63,880,454,1406551076103331843,t.co/4X7Z5wCcv8,,"13,849,262","77,651",5557.1,6.82,6.97
21/6/2021,"5,439","633,624",90.39,"4,611","701,019","62,918","4,603","3,683",920,8,4,4,69,66,3,"4,477",0.64,880,452,1406937176529510406,t.co/q4NPevAYmC,,"13,907,646","58,384",5508.9,7.9,7.09
22/6/2021,"5,557","639,181",90.6,"4,743","705,762","62,027","4,741","3,843",898,2,1,1,77,70,7,"4,554",0.64,875,445,1407288059670908935,t.co/fIlSccznsZ,,"13,976,710","69,064",5412.3,6.87,7.06
23/6/2021,"6,372","645,553",90.8,"5,244","711,006","60,816","5,237","4,291",946,7,4,3,83,77,6,"4,637",0.65,879,433,1407724002181750785,t.co/4I5gB9uwPV,,"14,053,346","76,636",5425.7,6.84,7.17
24/6/2021,"5,411","650,964",90.81,"5,841","716,847","61,162","5,833","4,683","1,150",8,1,7,84,73,11,"4,721",0.66,869,438,1408021046561677314,t.co/6nfqnPRDfr,,"14,127,888","74,542",5440.4,7.84,7.3
25/6/2021,"6,775","657,739",91.02,"5,812","722,659","60,117","5,780","4,214","1,566",32,17,15,82,71,11,"4,803",0.66,870,433,1408378080935088130,t.co/BqK3haGYPI,,"14,202,036","74,148",5350.7,7.84,7.31
26/6/2021,"5,193","662,932",91,"5,803","728,462","60,646","5,793","4,433","1,360",10,3,7,81,78,3,"4,884",0.67,866,435,1408741470522155010,t.co/pLiM2bALmD,,"14,277,789","75,753",5335.3,7.66,7.39
27/6/2021,"4,777","667,709",90.96,"5,586","734,048","61,395","5,583","4,186","1,397",3,1,2,60,52,8,"4,944",0.67,886,446,1409090798331723778,t.co/rtx7jLMBE4,"fixed typo in tweet, 866 to 886","14,344,758","66,969",5377.1,8.34,7.61
28/6/2021,"4,744","672,453",90.96,"5,218","739,266","61,812","5,211","4,121","1,090",7,1,6,57,54,3,"5,001",0.68,899,451,1409468139847307268,t.co/Z6Kk4rcpLH,,"14,405,783","61,025",5463.9,8.55,7.71
29/6/2021,"5,298","677,751",90.89,"6,437","745,703","62,844","6,423","4,672","1,751",14,3,11,107,99,8,"5,108",0.68,905,455,1409815310543187968,t.co/9XBwKispYD,,"14,473,835","68,052",5705.9,9.46,8.08
30/6/2021,"4,929","682,680",90.8,"6,276","751,979","64,129","6,260","4,997","1,263",16,12,4,62,59,3,"5,170",0.69,905,452,1410183957648314369,t.co/uZL7k417ko,,"14,557,356","83,521",5853.3,7.51,8.17
1/7/2021,"5,580","688,260",90.68,"6,988","758,967","64,453","6,983","5,271","1,712",5,2,3,84,77,7,"5,254",0.69,917,445,1410550775693021188,t.co/iiVku8HFrP,"fixed typo in tweet, 64453 to 65453","14,645,806","88,450",6017.1,7.9,8.18
2/7/2021,"6,278","694,538",90.7,"6,982","765,949","66,084","6,979","5,265","1,714",3,2,1,73,64,9,"5,327",0.7,905,443,1410901439535226883,t.co/TklLd427Id,,"14,734,443","88,637",6184.3,7.88,8.19
3/7/2021,"5,677","700,215",90.63,"6,658","772,607","66,958","6,647","5,061","1,586",11,4,7,107,98,9,"5,434",0.7,892,443,1411285088076140559,t.co/QFtvBgUD20,,"14,819,514","85,071",6306.4,7.83,8.21
4/7/2021,"5,271","705,486",90.6,"6,045","778,652","67,669","6,025","4,647","1,378",20,13,7,63,54,9,"5,497",0.71,917,443,1411624459723706371,t.co/eVgJuPDQ85,,"14,899,543","80,029",6372,7.55,8.1
5/7/2021,"4,532","710,018",90.4,"6,387","785,039","69,447","6,361","4,864","1,497",26,13,13,77,73,4,"5,574",0.71,923,433,1411991433658048514,t.co/YZq9sl1tPs,,"14,965,606","66,063",6539,9.67,8.26
6/7/2021,"4,797","714,815",90.2,"7,654","792,693","72,201","7,643","5,486","2,157",11,5,6,103,94,9,"5,677",0.72,943,450,1412358557421359105,t.co/BBC7mFGxic,,"15,047,235","81,629",6712.9,9.38,8.25
7/7/2021,"4,863","719,678",89.98,"7,097","799,790","74,344","7,071","5,521","1,550",26,15,11,91,79,12,"5,768",0.72,948,441,1412744896536924167,t.co/DYMwtatcBe,,"15,133,699","86,464",6830.1,8.21,8.34
8/7/2021,"5,802","725,480",89.71,"8,868","808,658","77,275","8,858","6,867","1,991",10,5,5,135,119,16,"5,903",0.73,952,445,1413080758395174912,t.co/amDRY4t2Ce,,"15,228,292","94,593",7098.7,9.37,8.55
9/7/2021,"5,713","731,193",89.4,"9,180","817,838","80,665","9,180","7,122","2,051",7,2,5,77,73,4,"5,980",0.73,959,465,,,,"15,325,734","97,442",7412.7,9.42,8.78
10/7/2021,"5,910","737,103",89.1,"9,353","827,191","84,021","9,342","6,645","2,697",11,3,8,87,78,9,"6,067",0.73,959,451,1413809970882043907,t.co/Ak5gqSxO9r,typo in total people tested of taburan kes image,"15,431,671","105,937",7797.7,8.83,8.92
11/7/2021,"5,194","742,297",88.8,"9,105","836,296","87,841","9,087","7,438","1,649",18,8,10,91,86,5,"6,158",0.74,961,455,1414170434702954502,t.co/EgRbnXLL1L,,"15,529,169","97,498",8234.9,9.34,9.17
